"motif","tfs"
"MA0764.1","SPDEF"
"MA0764.1","ETV6"
"MA0764.1","ETV7"
"MA0764.1","SPIB"
"MA0764.1","SPIC"
"MA0764.1","EHF"
"MA0764.1","ELF3"
"MA0764.1","ELF5"
"MA0764.1","ELF1"
"MA0764.1","ELF2"
"MA0764.1","ELF4"
"MA0764.1","ELK1"
"MA0764.1","ELK3"
"MA0764.1","ELK4"
"MA0764.1","ETV1"
"MA0764.1","ETV5"
"MA0764.1","ERF"
"MA0764.1","ETV2"
"MA0764.1","FLI1"
"MA0764.1","ERG"
"MA0764.1","FEV"
"MA0764.1","ETV3"
"MA0764.1","ETV3L"
"MA0765.1","SPDEF"
"MA0765.1","ETV6"
"MA0765.1","ETV7"
"MA0765.1","SPIB"
"MA0765.1","SPIC"
"MA0765.1","EHF"
"MA0765.1","ELF3"
"MA0765.1","ELF5"
"MA0765.1","ELF1"
"MA0765.1","ELF2"
"MA0765.1","ELF4"
"MA0765.1","ELK1"
"MA0765.1","ELK3"
"MA0765.1","ELK4"
"MA0765.1","ETV1"
"MA0765.1","ETV4"
"MA0765.1","ERF"
"MA0765.1","ETV2"
"MA0765.1","FLI1"
"MA0765.1","ERG"
"MA0765.1","FEV"
"MA0765.1","ETV3"
"MA0765.1","ETV3L"
"MA0766.1","GATAD1"
"MA0766.1","DNMT3B"
"MA0766.1","DNMT3L"
"MA0766.1","ATRX"
"MA0766.1","TRPS1"
"MA0766.1","RERE"
"MA0766.1","MTA1"
"MA0766.1","MTA2"
"MA0766.1","MTA3"
"MA0766.1","ZGLP1"
"MA0766.1","DNMT3A"
"MA0766.1","GATA1"
"MA0766.1","GATA2"
"MA0766.1","GATA3"
"MA0766.1","GATA4"
"MA0766.1","GATA6"
"MA0767.1","GCM1"
"MA0768.1","TAF1"
"MA0768.1","TCF7L2"
"MA0768.1","TCF7"
"MA0769.1","TAF1"
"MA0769.1","LEF1"
"MA0769.1","TCF7L2"
"MA0770.1","HSF1"
"MA0770.1","HSF4"
"MA0770.1","HSF5"
"MA0770.1","HSFX1"
"MA0770.1","HSFY1"
"MA0771.1","HSF1"
"MA0771.1","HSF2"
"MA0771.1","HSF5"
"MA0771.1","HSFX1"
"MA0771.1","HSFY1"
"MA0772.1","IRF1"
"MA0772.1","IRF2"
"MA0772.1","IRF3"
"MA0772.1","IRF4"
"MA0772.1","IRF5"
"MA0772.1","IRF6"
"MA0772.1","IRF8"
"MA0772.1","IRF9"
"MA0773.1","MEF2A"
"MA0773.1","MEF2B"
"MA0773.1","MEF2C"
"MA0774.1","MKX"
"MA0774.1","TGIF1"
"MA0774.1","TGIF2"
"MA0774.1","TGIF2LX"
"MA0774.1","TGIF2LY"
"MA0774.1","PKNOX1"
"MA0774.1","PKNOX2"
"MA0774.1","PBX1"
"MA0774.1","PBX2"
"MA0774.1","PBX3"
"MA0774.1","PBX4"
"MA0774.1","MEIS1"
"MA0774.1","MEIS3"
"MA0774.1","IRX1"
"MA0774.1","IRX2"
"MA0774.1","IRX3"
"MA0774.1","IRX4"
"MA0774.1","IRX5"
"MA0774.1","IRX6"
"MA0775.1","MKX"
"MA0775.1","TGIF1"
"MA0775.1","TGIF2"
"MA0775.1","TGIF2LX"
"MA0775.1","TGIF2LY"
"MA0775.1","PKNOX1"
"MA0775.1","PKNOX2"
"MA0775.1","PBX1"
"MA0775.1","PBX2"
"MA0775.1","PBX3"
"MA0775.1","PBX4"
"MA0775.1","MEIS1"
"MA0775.1","MEIS2"
"MA0775.1","IRX1"
"MA0775.1","IRX2"
"MA0775.1","IRX3"
"MA0775.1","IRX4"
"MA0775.1","IRX5"
"MA0775.1","IRX6"
"MA0779.1","PAX2"
"MA0779.1","PAX5"
"MA0779.1","PAX8"
"MA0779.1","PAX9"
"MA0780.1","PAX4"
"MA0780.1","PAX6"
"MA0780.1","PAX7"
"MA0781.1","PAX2"
"MA0781.1","PAX5"
"MA0781.1","PAX8"
"MA0781.1","PAX1"
"MA0782.1","MKX"
"MA0782.1","TGIF1"
"MA0782.1","TGIF2"
"MA0782.1","TGIF2LX"
"MA0782.1","TGIF2LY"
"MA0782.1","PKNOX2"
"MA0782.1","PBX1"
"MA0782.1","PBX2"
"MA0782.1","PBX3"
"MA0782.1","PBX4"
"MA0782.1","MEIS1"
"MA0782.1","MEIS2"
"MA0782.1","MEIS3"
"MA0782.1","IRX1"
"MA0782.1","IRX2"
"MA0782.1","IRX3"
"MA0782.1","IRX4"
"MA0782.1","IRX5"
"MA0782.1","IRX6"
"MA0783.1","MKX"
"MA0783.1","TGIF1"
"MA0783.1","TGIF2"
"MA0783.1","TGIF2LX"
"MA0783.1","TGIF2LY"
"MA0783.1","PKNOX1"
"MA0783.1","PBX1"
"MA0783.1","PBX2"
"MA0783.1","PBX3"
"MA0783.1","PBX4"
"MA0783.1","MEIS1"
"MA0783.1","MEIS2"
"MA0783.1","MEIS3"
"MA0783.1","IRX1"
"MA0783.1","IRX2"
"MA0783.1","IRX3"
"MA0783.1","IRX4"
"MA0783.1","IRX5"
"MA0783.1","IRX6"
"MA0784.1","HDX"
"MA0784.1","HMBOX1"
"MA0784.1","POU6F1"
"MA0784.1","POU6F2"
"MA0784.1","POU5F1"
"MA0784.1","POU5F2"
"MA0784.1","POU4F1"
"MA0784.1","POU4F2"
"MA0784.1","POU4F3"
"MA0784.1","POU3F1"
"MA0784.1","POU3F2"
"MA0784.1","POU3F3"
"MA0784.1","POU3F4"
"MA0784.1","POU2F1"
"MA0784.1","POU2F2"
"MA0784.1","POU2F3"
"MA0785.1","HDX"
"MA0785.1","HMBOX1"
"MA0785.1","POU6F1"
"MA0785.1","POU6F2"
"MA0785.1","POU5F1"
"MA0785.1","POU5F2"
"MA0785.1","POU4F1"
"MA0785.1","POU4F2"
"MA0785.1","POU4F3"
"MA0785.1","POU3F1"
"MA0785.1","POU3F2"
"MA0785.1","POU3F3"
"MA0785.1","POU3F4"
"MA0785.1","POU2F2"
"MA0785.1","POU2F3"
"MA0785.1","POU1F1"
"MA0786.1","HDX"
"MA0786.1","HMBOX1"
"MA0786.1","POU6F1"
"MA0786.1","POU6F2"
"MA0786.1","POU5F1"
"MA0786.1","POU5F2"
"MA0786.1","POU4F1"
"MA0786.1","POU4F2"
"MA0786.1","POU4F3"
"MA0786.1","POU3F2"
"MA0786.1","POU3F3"
"MA0786.1","POU3F4"
"MA0786.1","POU2F1"
"MA0786.1","POU2F2"
"MA0786.1","POU2F3"
"MA0786.1","POU1F1"
"MA0787.1","HDX"
"MA0787.1","HMBOX1"
"MA0787.1","POU6F1"
"MA0787.1","POU6F2"
"MA0787.1","POU5F1"
"MA0787.1","POU5F2"
"MA0787.1","POU4F1"
"MA0787.1","POU4F2"
"MA0787.1","POU4F3"
"MA0787.1","POU3F1"
"MA0787.1","POU3F3"
"MA0787.1","POU3F4"
"MA0787.1","POU2F1"
"MA0787.1","POU2F2"
"MA0787.1","POU2F3"
"MA0787.1","POU1F1"
"MA0788.1","HDX"
"MA0788.1","HMBOX1"
"MA0788.1","POU6F1"
"MA0788.1","POU6F2"
"MA0788.1","POU5F1"
"MA0788.1","POU5F2"
"MA0788.1","POU4F1"
"MA0788.1","POU4F2"
"MA0788.1","POU4F3"
"MA0788.1","POU3F1"
"MA0788.1","POU3F2"
"MA0788.1","POU3F4"
"MA0788.1","POU2F1"
"MA0788.1","POU2F2"
"MA0788.1","POU2F3"
"MA0788.1","POU1F1"
"MA0789.1","HDX"
"MA0789.1","HMBOX1"
"MA0789.1","POU6F1"
"MA0789.1","POU6F2"
"MA0789.1","POU5F1"
"MA0789.1","POU5F2"
"MA0789.1","POU4F1"
"MA0789.1","POU4F2"
"MA0789.1","POU4F3"
"MA0789.1","POU3F1"
"MA0789.1","POU3F2"
"MA0789.1","POU3F3"
"MA0789.1","POU2F1"
"MA0789.1","POU2F2"
"MA0789.1","POU2F3"
"MA0789.1","POU1F1"
"MA0790.1","HDX"
"MA0790.1","HMBOX1"
"MA0790.1","POU6F1"
"MA0790.1","POU6F2"
"MA0790.1","POU5F1"
"MA0790.1","POU5F2"
"MA0790.1","POU4F2"
"MA0790.1","POU4F3"
"MA0790.1","POU3F1"
"MA0790.1","POU3F2"
"MA0790.1","POU3F3"
"MA0790.1","POU3F4"
"MA0790.1","POU2F1"
"MA0790.1","POU2F2"
"MA0790.1","POU2F3"
"MA0790.1","POU1F1"
"MA0791.1","HDX"
"MA0791.1","HMBOX1"
"MA0791.1","POU6F1"
"MA0791.1","POU6F2"
"MA0791.1","POU5F1"
"MA0791.1","POU5F2"
"MA0791.1","POU4F1"
"MA0791.1","POU4F2"
"MA0791.1","POU3F1"
"MA0791.1","POU3F2"
"MA0791.1","POU3F3"
"MA0791.1","POU3F4"
"MA0791.1","POU2F1"
"MA0791.1","POU2F2"
"MA0791.1","POU2F3"
"MA0791.1","POU1F1"
"MA0793.1","HDX"
"MA0793.1","HMBOX1"
"MA0793.1","POU6F1"
"MA0793.1","POU5F1"
"MA0793.1","POU5F2"
"MA0793.1","POU4F1"
"MA0793.1","POU4F2"
"MA0793.1","POU4F3"
"MA0793.1","POU3F1"
"MA0793.1","POU3F2"
"MA0793.1","POU3F3"
"MA0793.1","POU3F4"
"MA0793.1","POU2F1"
"MA0793.1","POU2F2"
"MA0793.1","POU2F3"
"MA0793.1","POU1F1"
"MA0794.1","PROX2"
"MA0795.1","SMAD6"
"MA0795.1","SMAD7"
"MA0795.1","SMAD4"
"MA0795.1","SMAD1"
"MA0795.1","SMAD2"
"MA0795.1","SMAD5"
"MA0795.1","SMAD9"
"MA0796.1","MKX"
"MA0796.1","TGIF2"
"MA0796.1","TGIF2LX"
"MA0796.1","TGIF2LY"
"MA0796.1","PKNOX1"
"MA0796.1","PKNOX2"
"MA0796.1","PBX1"
"MA0796.1","PBX2"
"MA0796.1","PBX3"
"MA0796.1","PBX4"
"MA0796.1","MEIS1"
"MA0796.1","MEIS2"
"MA0796.1","MEIS3"
"MA0796.1","IRX1"
"MA0796.1","IRX2"
"MA0796.1","IRX3"
"MA0796.1","IRX4"
"MA0796.1","IRX5"
"MA0796.1","IRX6"
"MA0797.1","MKX"
"MA0797.1","TGIF1"
"MA0797.1","TGIF2LX"
"MA0797.1","TGIF2LY"
"MA0797.1","PKNOX1"
"MA0797.1","PKNOX2"
"MA0797.1","PBX1"
"MA0797.1","PBX2"
"MA0797.1","PBX3"
"MA0797.1","PBX4"
"MA0797.1","MEIS1"
"MA0797.1","MEIS2"
"MA0797.1","MEIS3"
"MA0797.1","IRX1"
"MA0797.1","IRX2"
"MA0797.1","IRX3"
"MA0797.1","IRX4"
"MA0797.1","IRX5"
"MA0797.1","IRX6"
"MA0798.1","RFX1"
"MA0798.1","RFX2"
"MA0798.1","RFX4"
"MA0798.1","RFX5"
"MA0798.1","RFX6"
"MA0798.1","RFX7"
"MA0798.1","RFX8"
"MA0799.1","RFX1"
"MA0799.1","RFX2"
"MA0799.1","RFX3"
"MA0799.1","RFX5"
"MA0799.1","RFX6"
"MA0799.1","RFX7"
"MA0799.1","RFX8"
"MA0801.1","TBX6"
"MA0802.1","TBX21"
"MA0803.1","TBX1"
"MA0803.1","TBX10"
"MA0803.1","TBX18"
"MA0803.1","TBX20"
"MA0803.1","TBX22"
"MA0804.1","T"
"MA0805.1","TBX10"
"MA0805.1","TBX15"
"MA0805.1","TBX18"
"MA0805.1","TBX20"
"MA0805.1","TBX22"
"MA0806.1","TBX2"
"MA0806.1","TBX3"
"MA0806.1","TBX5"
"MA0807.1","TBX2"
"MA0807.1","TBX3"
"MA0807.1","TBX4"
"MA0808.1","TEAD1"
"MA0808.1","TEAD2"
"MA0808.1","TEAD4"
"MA0809.1","TEAD1"
"MA0809.1","TEAD2"
"MA0809.1","TEAD3"
"MA0810.1","TFAP2B"
"MA0810.1","TFAP2G"
"MA0810.1","TFAP2D"
"MA0810.1","TFAP2E"
"MA0811.1","TFAP2A"
"MA0811.1","TFAP2G"
"MA0811.1","TFAP2D"
"MA0811.1","TFAP2E"
"MA0812.1","TFAP2A"
"MA0812.1","TFAP2G"
"MA0812.1","TFAP2D"
"MA0812.1","TFAP2E"
"MA0813.1","TFAP2A"
"MA0813.1","TFAP2G"
"MA0813.1","TFAP2D"
"MA0813.1","TFAP2E"
"MA0817.1","BHLHA9"
"MA0817.1","NEUROD1"
"MA0817.1","BHLHE22"
"MA0817.1","NEUROD2"
"MA0817.1","NEUROD4"
"MA0817.1","NEUROD6"
"MA0817.1","MESP1"
"MA0817.1","MESP2"
"MA0817.1","TCF23"
"MA0817.1","TWIST1"
"MA0817.1","TWIST2"
"MA0817.1","HAND1"
"MA0817.1","HAND2"
"MA0817.1","SCX"
"MA0817.1","PTF1A"
"MA0817.1","TAL1"
"MA0817.1","TAL2"
"MA0817.1","LYL1"
"MA0817.1","NHLH1"
"MA0817.1","NHLH2"
"MA0818.1","BHLHA9"
"MA0818.1","NEUROD1"
"MA0818.1","BHLHE23"
"MA0818.1","NEUROD2"
"MA0818.1","NEUROD4"
"MA0818.1","NEUROD6"
"MA0818.1","MESP1"
"MA0818.1","MESP2"
"MA0818.1","TCF23"
"MA0818.1","TWIST1"
"MA0818.1","TWIST2"
"MA0818.1","HAND1"
"MA0818.1","HAND2"
"MA0818.1","SCX"
"MA0818.1","PTF1A"
"MA0818.1","TAL1"
"MA0818.1","TAL2"
"MA0818.1","LYL1"
"MA0818.1","NHLH1"
"MA0818.1","NHLH2"
"MA0819.1","NPAS4"
"MA0819.1","SOHLH1"
"MA0819.1","SOHLH2"
"MA0819.1","TCFL5"
"MA0819.1","NCOA1"
"MA0819.1","NCOA2"
"MA0819.1","NCOA3"
"MA0819.1","ARNT"
"MA0819.1","ARNT2"
"MA0819.1","ARNTL"
"MA0819.1","ARNTL2"
"MA0819.1","NPAS2"
"MA0819.1","AHR"
"MA0819.1","AHRR"
"MA0819.1","SIM1"
"MA0819.1","SIM2"
"MA0819.1","EPAS1"
"MA0819.1","NPAS1"
"MA0819.1","NPAS3"
"MA0821.1","HES1"
"MA0821.1","HEYL"
"MA0821.1","HELT"
"MA0821.1","DEC1"
"MA0821.1","HES2"
"MA0821.1","HES3"
"MA0821.1","HES4"
"MA0821.1","HES6"
"MA0821.1","HES7"
"MA0821.1","HEY1"
"MA0821.1","HEY2"
"MA0822.1","HES1"
"MA0822.1","HEYL"
"MA0822.1","HELT"
"MA0822.1","DEC1"
"MA0822.1","HES2"
"MA0822.1","HES3"
"MA0822.1","HES4"
"MA0822.1","HES5"
"MA0822.1","HES6"
"MA0822.1","HEY1"
"MA0822.1","HEY2"
"MA0823.1","HES1"
"MA0823.1","HEYL"
"MA0823.1","HELT"
"MA0823.1","DEC1"
"MA0823.1","HES2"
"MA0823.1","HES3"
"MA0823.1","HES4"
"MA0823.1","HES5"
"MA0823.1","HES6"
"MA0823.1","HES7"
"MA0823.1","HEY2"
"MA0824.1","ID1"
"MA0824.1","ID2"
"MA0824.1","ID3"
"MA0825.1","MXI1"
"MA0825.1","MLX"
"MA0825.1","MAX"
"MA0825.1","USF1"
"MA0825.1","USF2"
"MA0825.1","TFE3"
"MA0825.1","TFEB"
"MA0825.1","TFEC"
"MA0825.1","MITF"
"MA0825.1","MYCN"
"MA0830.1","TCF3"
"MA0830.1","TCF12"
"MA0831.1","MXI1"
"MA0831.1","MNT"
"MA0831.1","MLX"
"MA0831.1","MAX"
"MA0831.1","USF1"
"MA0831.1","USF2"
"MA0831.1","TFEB"
"MA0831.1","TFEC"
"MA0831.1","MITF"
"MA0831.1","MYCN"
"MA0833.1","ATF5"
"MA0834.1","ATF2"
"MA0834.1","CREB5"
"MA0834.1","NFE2L1"
"MA0834.1","NFE2L2"
"MA0834.1","NFE2L3"
"MA0834.1","BACH1"
"MA0834.1","BACH2"
"MA0834.1","JUNB"
"MA0834.1","JUND"
"MA0835.1","BATF"
"MA0835.1","BATF2"
"MA0839.1","CREBL2"
"MA0839.1","CREBZF"
"MA0839.1","CREB3"
"MA0839.1","CREB3L2"
"MA0839.1","CREB3L3"
"MA0839.1","CREB3L4"
"MA0839.1","ATF1"
"MA0839.1","CREM"
"MA0840.1","ATF2"
"MA0840.1","ATF7"
"MA0840.1","NFE2L1"
"MA0840.1","NFE2L2"
"MA0840.1","NFE2L3"
"MA0840.1","BACH1"
"MA0840.1","BACH2"
"MA0840.1","JUNB"
"MA0840.1","JUND"
"MA0842.1","MAFF"
"MA0842.1","MAFG"
"MA0842.1","MAFK"
"MA0842.1","MAFA"
"MA0842.1","MAFB"
"MA0843.1","DBP"
"MA0843.1","HLF"
"MA0843.1","NFIL3"
"MA0843.1","DDIT3"
"MA0845.1","FOXI1"
"MA0845.1","FOXI2"
"MA0845.1","FOXI3"
"MA0845.1","FOXH1"
"MA0845.1","FOXG1"
"MA0845.1","FOXF1"
"MA0845.1","FOXF2"
"MA0845.1","FOXE1"
"MA0845.1","FOXE3"
"MA0845.1","FOXD1"
"MA0845.1","FOXD4L6"
"MA0845.1","FOXD2"
"MA0845.1","FOXD3"
"MA0845.1","FOXD4"
"MA0845.1","FOXD4L1"
"MA0845.1","FOXD4L3"
"MA0845.1","FOXD4L4"
"MA0845.1","FOXD4L5"
"MA0845.1","FOXC1"
"MA0845.1","FOXC2"
"MA0845.1","FOXB2"
"MA0845.1","FOXS1"
"MA0845.1","FOXR1"
"MA0845.1","FOXR2"
"MA0845.1","FOXQ1"
"MA0845.1","FOXP1"
"MA0845.1","FOXP2"
"MA0845.1","FOXP3"
"MA0845.1","FOXP4"
"MA0845.1","FOXO1"
"MA0845.1","FOXO3"
"MA0845.1","FOXO4"
"MA0845.1","FOXO6"
"MA0845.1","FOXN1"
"MA0845.1","FOXN2"
"MA0845.1","FOXN3"
"MA0845.1","FOXN4"
"MA0845.1","FOXM1"
"MA0845.1","FOXL1"
"MA0845.1","FOXL2"
"MA0845.1","FOXK1"
"MA0845.1","FOXK2"
"MA0845.1","FOXJ1"
"MA0845.1","FOXJ2"
"MA0845.1","FOXJ3"
"MA0845.1","FOXA1"
"MA0845.1","FOXA2"
"MA0845.1","FOXA3"
"MA0846.1","FOXI1"
"MA0846.1","FOXI2"
"MA0846.1","FOXI3"
"MA0846.1","FOXH1"
"MA0846.1","FOXG1"
"MA0846.1","FOXF1"
"MA0846.1","FOXF2"
"MA0846.1","FOXE1"
"MA0846.1","FOXE3"
"MA0846.1","FOXD1"
"MA0846.1","FOXD4L6"
"MA0846.1","FOXD2"
"MA0846.1","FOXD3"
"MA0846.1","FOXD4"
"MA0846.1","FOXD4L1"
"MA0846.1","FOXD4L3"
"MA0846.1","FOXD4L4"
"MA0846.1","FOXD4L5"
"MA0846.1","FOXC1"
"MA0846.1","FOXB1"
"MA0846.1","FOXB2"
"MA0846.1","FOXS1"
"MA0846.1","FOXR1"
"MA0846.1","FOXR2"
"MA0846.1","FOXQ1"
"MA0846.1","FOXP1"
"MA0846.1","FOXP2"
"MA0846.1","FOXP3"
"MA0846.1","FOXP4"
"MA0846.1","FOXO1"
"MA0846.1","FOXO3"
"MA0846.1","FOXO4"
"MA0846.1","FOXO6"
"MA0846.1","FOXN1"
"MA0846.1","FOXN2"
"MA0846.1","FOXN3"
"MA0846.1","FOXN4"
"MA0846.1","FOXM1"
"MA0846.1","FOXL1"
"MA0846.1","FOXL2"
"MA0846.1","FOXK1"
"MA0846.1","FOXK2"
"MA0846.1","FOXJ1"
"MA0846.1","FOXJ2"
"MA0846.1","FOXJ3"
"MA0846.1","FOXA1"
"MA0846.1","FOXA2"
"MA0846.1","FOXA3"
"MA0847.1","FOXI1"
"MA0847.1","FOXI2"
"MA0847.1","FOXI3"
"MA0847.1","FOXH1"
"MA0847.1","FOXG1"
"MA0847.1","FOXF1"
"MA0847.1","FOXF2"
"MA0847.1","FOXE1"
"MA0847.1","FOXE3"
"MA0847.1","FOXD1"
"MA0847.1","FOXD4L6"
"MA0847.1","FOXD3"
"MA0847.1","FOXD4"
"MA0847.1","FOXD4L1"
"MA0847.1","FOXD4L3"
"MA0847.1","FOXD4L4"
"MA0847.1","FOXD4L5"
"MA0847.1","FOXC1"
"MA0847.1","FOXC2"
"MA0847.1","FOXB1"
"MA0847.1","FOXB2"
"MA0847.1","FOXS1"
"MA0847.1","FOXR1"
"MA0847.1","FOXR2"
"MA0847.1","FOXQ1"
"MA0847.1","FOXP1"
"MA0847.1","FOXP2"
"MA0847.1","FOXP3"
"MA0847.1","FOXP4"
"MA0847.1","FOXO1"
"MA0847.1","FOXO3"
"MA0847.1","FOXO4"
"MA0847.1","FOXO6"
"MA0847.1","FOXN1"
"MA0847.1","FOXN2"
"MA0847.1","FOXN3"
"MA0847.1","FOXN4"
"MA0847.1","FOXM1"
"MA0847.1","FOXL1"
"MA0847.1","FOXL2"
"MA0847.1","FOXK1"
"MA0847.1","FOXK2"
"MA0847.1","FOXJ1"
"MA0847.1","FOXJ2"
"MA0847.1","FOXJ3"
"MA0847.1","FOXA1"
"MA0847.1","FOXA2"
"MA0847.1","FOXA3"
"MA0848.1","FOXI1"
"MA0848.1","FOXI2"
"MA0848.1","FOXI3"
"MA0848.1","FOXH1"
"MA0848.1","FOXG1"
"MA0848.1","FOXF1"
"MA0848.1","FOXF2"
"MA0848.1","FOXE1"
"MA0848.1","FOXE3"
"MA0848.1","FOXD1"
"MA0848.1","FOXD4L6"
"MA0848.1","FOXD2"
"MA0848.1","FOXD3"
"MA0848.1","FOXD4"
"MA0848.1","FOXD4L1"
"MA0848.1","FOXD4L3"
"MA0848.1","FOXD4L4"
"MA0848.1","FOXD4L5"
"MA0848.1","FOXC1"
"MA0848.1","FOXC2"
"MA0848.1","FOXB1"
"MA0848.1","FOXB2"
"MA0848.1","FOXS1"
"MA0848.1","FOXR1"
"MA0848.1","FOXR2"
"MA0848.1","FOXQ1"
"MA0848.1","FOXP1"
"MA0848.1","FOXP2"
"MA0848.1","FOXP3"
"MA0848.1","FOXP4"
"MA0848.1","FOXO1"
"MA0848.1","FOXO3"
"MA0848.1","FOXO6"
"MA0848.1","FOXN1"
"MA0848.1","FOXN2"
"MA0848.1","FOXN3"
"MA0848.1","FOXN4"
"MA0848.1","FOXM1"
"MA0848.1","FOXL1"
"MA0848.1","FOXL2"
"MA0848.1","FOXK1"
"MA0848.1","FOXK2"
"MA0848.1","FOXJ1"
"MA0848.1","FOXJ2"
"MA0848.1","FOXJ3"
"MA0848.1","FOXA1"
"MA0848.1","FOXA2"
"MA0848.1","FOXA3"
"MA0849.1","FOXI1"
"MA0849.1","FOXI2"
"MA0849.1","FOXI3"
"MA0849.1","FOXH1"
"MA0849.1","FOXG1"
"MA0849.1","FOXF1"
"MA0849.1","FOXF2"
"MA0849.1","FOXE1"
"MA0849.1","FOXE3"
"MA0849.1","FOXD1"
"MA0849.1","FOXD4L6"
"MA0849.1","FOXD2"
"MA0849.1","FOXD3"
"MA0849.1","FOXD4"
"MA0849.1","FOXD4L1"
"MA0849.1","FOXD4L3"
"MA0849.1","FOXD4L4"
"MA0849.1","FOXD4L5"
"MA0849.1","FOXC1"
"MA0849.1","FOXC2"
"MA0849.1","FOXB1"
"MA0849.1","FOXB2"
"MA0849.1","FOXS1"
"MA0849.1","FOXR1"
"MA0849.1","FOXR2"
"MA0849.1","FOXQ1"
"MA0849.1","FOXP1"
"MA0849.1","FOXP2"
"MA0849.1","FOXP3"
"MA0849.1","FOXP4"
"MA0849.1","FOXO1"
"MA0849.1","FOXO3"
"MA0849.1","FOXO4"
"MA0849.1","FOXN1"
"MA0849.1","FOXN2"
"MA0849.1","FOXN3"
"MA0849.1","FOXN4"
"MA0849.1","FOXM1"
"MA0849.1","FOXL1"
"MA0849.1","FOXL2"
"MA0849.1","FOXK1"
"MA0849.1","FOXK2"
"MA0849.1","FOXJ1"
"MA0849.1","FOXJ2"
"MA0849.1","FOXJ3"
"MA0849.1","FOXA1"
"MA0849.1","FOXA2"
"MA0849.1","FOXA3"
"MA0850.1","FOXI1"
"MA0850.1","FOXI2"
"MA0850.1","FOXI3"
"MA0850.1","FOXH1"
"MA0850.1","FOXG1"
"MA0850.1","FOXF1"
"MA0850.1","FOXF2"
"MA0850.1","FOXE1"
"MA0850.1","FOXE3"
"MA0850.1","FOXD1"
"MA0850.1","FOXD4L6"
"MA0850.1","FOXD2"
"MA0850.1","FOXD3"
"MA0850.1","FOXD4"
"MA0850.1","FOXD4L1"
"MA0850.1","FOXD4L3"
"MA0850.1","FOXD4L4"
"MA0850.1","FOXD4L5"
"MA0850.1","FOXC1"
"MA0850.1","FOXC2"
"MA0850.1","FOXB1"
"MA0850.1","FOXB2"
"MA0850.1","FOXS1"
"MA0850.1","FOXR1"
"MA0850.1","FOXR2"
"MA0850.1","FOXQ1"
"MA0850.1","FOXP1"
"MA0850.1","FOXP2"
"MA0850.1","FOXP4"
"MA0850.1","FOXO1"
"MA0850.1","FOXO3"
"MA0850.1","FOXO4"
"MA0850.1","FOXO6"
"MA0850.1","FOXN1"
"MA0850.1","FOXN2"
"MA0850.1","FOXN3"
"MA0850.1","FOXN4"
"MA0850.1","FOXM1"
"MA0850.1","FOXL1"
"MA0850.1","FOXL2"
"MA0850.1","FOXK1"
"MA0850.1","FOXK2"
"MA0850.1","FOXJ1"
"MA0850.1","FOXJ2"
"MA0850.1","FOXJ3"
"MA0850.1","FOXA1"
"MA0850.1","FOXA2"
"MA0850.1","FOXA3"
"MA0851.1","FOXI1"
"MA0851.1","FOXI2"
"MA0851.1","FOXI3"
"MA0851.1","FOXH1"
"MA0851.1","FOXG1"
"MA0851.1","FOXF1"
"MA0851.1","FOXF2"
"MA0851.1","FOXE1"
"MA0851.1","FOXE3"
"MA0851.1","FOXD1"
"MA0851.1","FOXD4L6"
"MA0851.1","FOXD2"
"MA0851.1","FOXD3"
"MA0851.1","FOXD4"
"MA0851.1","FOXD4L1"
"MA0851.1","FOXD4L3"
"MA0851.1","FOXD4L4"
"MA0851.1","FOXD4L5"
"MA0851.1","FOXC1"
"MA0851.1","FOXC2"
"MA0851.1","FOXB1"
"MA0851.1","FOXB2"
"MA0851.1","FOXS1"
"MA0851.1","FOXR1"
"MA0851.1","FOXR2"
"MA0851.1","FOXQ1"
"MA0851.1","FOXP1"
"MA0851.1","FOXP2"
"MA0851.1","FOXP3"
"MA0851.1","FOXP4"
"MA0851.1","FOXO1"
"MA0851.1","FOXO3"
"MA0851.1","FOXO4"
"MA0851.1","FOXO6"
"MA0851.1","FOXN1"
"MA0851.1","FOXN2"
"MA0851.1","FOXN3"
"MA0851.1","FOXN4"
"MA0851.1","FOXM1"
"MA0851.1","FOXL1"
"MA0851.1","FOXL2"
"MA0851.1","FOXK1"
"MA0851.1","FOXK2"
"MA0851.1","FOXJ1"
"MA0851.1","FOXJ2"
"MA0851.1","FOXA1"
"MA0851.1","FOXA2"
"MA0851.1","FOXA3"
"MA0852.1","FOXI1"
"MA0852.1","FOXI2"
"MA0852.1","FOXI3"
"MA0852.1","FOXH1"
"MA0852.1","FOXG1"
"MA0852.1","FOXF1"
"MA0852.1","FOXF2"
"MA0852.1","FOXE1"
"MA0852.1","FOXE3"
"MA0852.1","FOXD1"
"MA0852.1","FOXD4L6"
"MA0852.1","FOXD2"
"MA0852.1","FOXD3"
"MA0852.1","FOXD4"
"MA0852.1","FOXD4L1"
"MA0852.1","FOXD4L3"
"MA0852.1","FOXD4L4"
"MA0852.1","FOXD4L5"
"MA0852.1","FOXC1"
"MA0852.1","FOXC2"
"MA0852.1","FOXB1"
"MA0852.1","FOXB2"
"MA0852.1","FOXS1"
"MA0852.1","FOXR1"
"MA0852.1","FOXR2"
"MA0852.1","FOXQ1"
"MA0852.1","FOXP1"
"MA0852.1","FOXP2"
"MA0852.1","FOXP3"
"MA0852.1","FOXP4"
"MA0852.1","FOXO1"
